link,description,level
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%a8%e6%80%9d%e3%81%a3%e3%81%9f%e3%82%89-ka-to-omottara-meaning/,かと思ったら（かとおもったら）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%ef%bd%9e%e3%81%8b-ka-ka-or-meaning/,か～か,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%ef%bd%9e%e3%81%aa%e3%81%84%e3%81%8b%e3%81%ae%e3%81%86%e3%81%a1%e3%81%ab-ka-nai-ka-no-uchi-ni-meaning/,か～ないかのうちに,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%88%e3%81%a3%e3%81%a6-kaette-meaning/,かえって,N2
https://jlptsensei.com/learn-japanese-grammar/%e9%99%90%e3%82%8a-kagiri-meaning/,限り（かぎり）,N2
https://jlptsensei.com/learn-japanese-grammar/%e9%99%90%e3%82%8a%e3%81%a0-kagiri-da-meaning/,限りだ（かぎりだ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%84-kai-meaning/,かい,N4
https://jlptsensei.com/learn-japanese-grammar/%e7%94%b2%e6%96%90%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%8b%e3%81%84%e3%81%8c%e3%81%82%e3%82%8b-kai-ga-aru-meaning/,甲斐がある（かいがある）,N2
https://jlptsensei.com/learn-japanese-grammar/%e7%94%b2%e6%96%90%e3%82%82%e3%81%aa%e3%81%8f-%e3%81%8b%e3%81%84%e3%82%82%e3%81%aa%e3%81%8f-kai-mo-naku-meaning/,甲斐もなく（かいもなく）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%91%e3%82%8b-kakeru-meaning/,かける,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%82%e3%81%97%e3%82%8c%e3%81%aa%e3%81%84-kamo-shirenai-meaning/,かもしれない,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%aa-kana-meaning/,かな,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%ad%e3%81%aa%e3%81%84-kanenai-meaning/,かねない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%ad%e3%82%8b-%e3%81%8b%e3%81%ad%e3%81%be%e3%81%99-kaneru-kanemasu-meaning/,かねる,N2
https://jlptsensei.com/learn-japanese-grammar/%e5%8f%af%e8%83%bd%e6%80%a7%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%8b%e3%81%ae%e3%81%86%e3%81%9b%e3%81%84%e3%81%8c%e3%81%82%e3%82%8b-kanousei-ga-aru-meaning/,可能性がある（かのうせいがある）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89-kara-meaning/,から,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%82%e3%82%8b-kara-aru-%e3%81%8b%e3%82%89%e3%81%99%e3%82%8b-kara-suru-%e3%81%8b%e3%82%89%e3%81%ae-kara-no-meaning/,からある / からする / からの,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e8%a8%80%e3%81%86%e3%81%a8-kara-iu-to-meaning/,から言うと（からいうと）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%93%e3%81%9d-kara-koso-meaning/,からこそ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e8%a6%8b%e3%82%8b%e3%81%a8-kara-miru-to-meaning/,から見ると（からみると）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%ab%e3%81%af-kara-niwa-meaning/,からには,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%97%e3%81%a6-kara-shite-meaning/,からして,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%99%e3%82%8b%e3%81%a8-%e3%81%8b%e3%82%89%e3%81%99%e3%82%8c%e3%81%b0-kara-suru-to-kara-sureba-meaning/,からすると / からすれば,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%81%a8%e3%81%84%e3%81%a3%e3%81%a6-kara-to-itte-meaning/,からと言って（からといって）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e4%bd%9c%e3%82%8b-%e4%bd%9c%e3%82%89%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b-kara-tsukuru-meaning/,から作る（からつくる）,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%89%e3%80%9c%e3%81%ab%e3%81%8b%e3%81%91%e3%81%a6-kara-ni-kakete-meaning/,から〜にかけて,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%82%8c%ef%bd%9e%e3%81%8b%e3%82%8c-kare-kare-meaning/,かれ～かれ,N1
https://jlptsensei.com/learn-japanese-grammar/%e6%96%b9-%e3%81%8b%e3%81%9f-kata-meaning/,方（かた）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%9f%e3%81%8c%e3%81%9f-katagata-meaning/,かたがた,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%9f%e3%82%8f%e3%82%89-katawara-meaning/,かたわら,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%e3%81%a4%e3%81%a6-katsute-meaning/,かつて,N1
https://jlptsensei.com/learn-japanese-grammar/%e4%bb%a3%e3%82%8f%e3%82%8a%e3%81%ab-%e3%81%8b%e3%82%8f%e3%82%8a%e3%81%ab-kawari-ni-meaning/,代わりに（かわりに）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%91%e3%81%a9-kedo-meaning/,けど,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%9f%e7%b5%90%e6%9e%9c-ta-kekka-meaning/,結果（けっか）,N3
https://jlptsensei.com/learn-japanese-grammar/%e7%b5%90%e5%b1%80%e3%81%af-kekkyoku-wa-meaning/,結局（けっきょく）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%91%e3%82%8c%e3%81%a9%e3%82%82-keredo-mo-meaning/,けれども,N5
https://jlptsensei.com/learn-japanese-grammar/%e6%b1%ba%e3%81%97%e3%81%a6%ef%bd%9e%e3%81%aa%e3%81%84-kesshite-nai-meaning/,決して～ない（けっして～ない）,N3
https://jlptsensei.com/learn-japanese-grammar/%e5%ab%8c%e3%81%84%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%8d%e3%82%89%e3%81%84%e3%81%8c%e3%81%82%e3%82%8b-kirai-ga-aru-meaning/,嫌いがある（きらいがある）,N1
https://jlptsensei.com/learn-japanese-grammar/%e5%88%87%e3%82%8c%e3%81%aa%e3%81%84-kirenai-meaning/,切れない（きれない）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8d%e3%82%8a-kiri-meaning/,きり,N3
https://jlptsensei.com/learn-japanese-grammar/%e5%88%87%e3%82%8a%e3%81%8c%e3%81%aa%e3%81%84-%e3%81%8d%e3%82%8a%e3%81%8c%e3%81%aa%e3%81%84-kiri-ga-nai-meaning/,切りがない（きりがない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e5%88%87%e3%82%8b-kiru-meaning/,切る（きる）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8d%e3%81%a3%e3%81%a6%e3%81%ae-kitte-no-meaning/,きっての,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8d%e3%81%a3%e3%81%a8-kitto-meaning/,きっと,N4
https://jlptsensei.com/learn-japanese-grammar/%e6%a5%b5%e3%81%be%e3%82%8b-%e6%a5%b5%e3%81%be%e3%82%8a%e3%81%aa%e3%81%84-kiwamaru-kiwamarinai-meaning/,極まりない（きわまる / きわまりない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%91-kke-meaning/,っけ,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%93%e3%81%aa%e3%81%84-kkonai-meaning/,っこない,N2
https://jlptsensei.com/learn-japanese-grammar/%e8%be%bc%e3%82%80-%e3%81%93%e3%82%80-komu-meaning/,込む（こむ）,N3
https://jlptsensei.com/learn-japanese-grammar/%e9%a0%83-%e3%81%93%e3%82%8d-%e3%81%94%e3%82%8d-meaning/,頃（ころ / ごろ）,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d-koso-meaning/,こそ,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%e3%81%82%e3%82%8c-koso-are-meaning/,こそあれ,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%e3%81%99%e3%82%8c-koso-sure-meaning/,こそすれ,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%9d%ef%bd%9e%e3%81%8c%ef%bd%9e%e3%81%91%e3%82%8c%e3%81%a9-koso-ga-keredo-meaning/,こそ「～が・けれど」,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8-koto-meaning-must-do/,こと,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8-koto-meaning/,こと,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%a0-koto-da-meaning/,ことだ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%a0%e3%81%8b%e3%82%89-koto-dakara-meaning/,ことだから,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%8c%e3%81%82%e3%82%8b-koto-ga-aru-meaning/,ことがある,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%8c%e3%81%a7%e3%81%8d%e3%82%8b-koto-ga-dekiru-%e3%81%93%e3%81%a8%e3%81%8c%e3%81%a7%e3%81%8d%e3%81%be%e3%81%99%e3%81%8b-meaning/,ことができる,N4
https://jlptsensei.com/learn-japanese-grammar/%e6%82%89%e3%81%8f-%e3%81%93%e3%81%a8%e3%81%94%e3%81%a8%e3%81%8f-koto-gotoku-meaning/,ことごとく,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%8b-koto-ka-meaning/,ことか,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%8b%e3%82%89-koto-kara-meaning/,ことから,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%84-%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%84-%e3%81%93%e3%81%ae%e4%b8%8a%e3%81%aa%e3%81%8f-koto-no-ue-naku-meaning/,ことこの上ない / この上ない / この上なく（ことこのうえない / このうえない / このうえなく）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%82%82%e3%81%82%e3%81%a3%e3%81%a6-koto-mo-atte-meaning/,こともあって,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%aa%e3%81%8f-koto-naku-meaning/,ことなく,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%aa%e3%81%97%e3%81%ab-koto-nashi-ni-meaning/,ことなしに,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ab-koto-ni-meaning/,ことに,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ab%e3%81%aa%e3%82%8b-koto-ni-naru-meaning/,ことになる,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ab%e3%81%aa%e3%81%a3%e3%81%a6%e3%81%84%e3%82%8b-koto-ni-natteiru-meaning/,ことになっている,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ab%e3%81%99%e3%82%8b-koto-ni-suru-meaning/,ことにする,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ab%e3%81%af%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-koto-niwa-naranai-meaning/,ことにはならない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%ae%e3%81%aa%e3%81%84%e3%82%88%e3%81%86%e3%81%ab-koto-no-nai-you-ni-meaning/,ことのないように,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%a8%e3%81%a6-koto-tote-meaning/,こととて,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%af%e3%81%aa%e3%81%84-koto-wa-nai/,ことはない,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%93%e3%81%a8%e3%81%af%ef%bd%9e%e3%81%8c-koto-waga-meaning/,ことは～が,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%84-adjective-%e3%81%8f%e3%81%99%e3%82%8b-ku-suru-meaning/,くする,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%82%89%e3%81%84-kurai-%e3%81%90%e3%82%89%e3%81%84-gurai-meaning/,くらい・ぐらい,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%82%89%e3%81%84%e3%81%aa%e3%82%89-kurai-nara-meaning/,くらいなら,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%82%89%e3%81%84%e3%81%ae%e3%82%82%e3%81%ae%e3%81%a0-%e3%81%90%e3%82%89%e3%81%84%e3%81%ae%e3%82%82%e3%81%ae%e3%81%a0-kurai-no-mono-da-meaning/,くらいのものだ,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%81%9b%e3%81%ab-kuse-ni-meaning/,くせに,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%8f%e3%81%9b%e3%81%97%e3%81%a6-kuse-shite-meaning/,くせして,N2
https://jlptsensei.com/learn-japanese-grammar/%e6%80%a5%e3%81%ab-kyuu-ni-meaning/,急に（きゅうに）,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a0-mada-meaning/,まだ,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a0%ef%bd%9e%e3%81%a6%e3%81%84%e3%81%be%e3%81%9b%e3%82%93-mada-te-imasen-meaning/,まだ～ていません,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%82%89%e3%81%be%e3%81%a0%e3%81%97%e3%82%82-nara-madashimo-meaning/,まだしも,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7-made-meaning/,まで,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7%e3%81%a0-%e3%81%be%e3%81%a7%e3%81%ae%e3%81%93%e3%81%a8%e3%81%a0-made-da-made-no-koto-da-meaning/,までだ / までのことだ,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7%e3%82%82%e3%81%aa%e3%81%84-%e3%81%be%e3%81%a7%e3%82%82%e3%81%aa%e3%81%8f-made-mo-nai-made-mo-naku-meaning/,までもない / までもなく,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%a7%e3%81%ab-made-ni-meaning/,までに,N4
https://jlptsensei.com/learn-japanese-grammar/%e5%89%8d%e3%81%ab-%e3%81%be%e3%81%88%e3%81%ab-mae-ni-meaning/,前に（まえに）,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%84-mai-meaning/,まい,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%98%e3%81%8d-majiki-meaning/,まじき,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%8f%e3%82%8b-%e3%81%be%e3%81%8f%e3%81%a3%e3%81%a6-makuru-makutte-meaning/,まくる,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%be-mama-meaning/,まま,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%be%e3%81%ab-mama-ni-meaning/,ままに,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%bf%e3%82%8c-mamire-meaning/,まみれ,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%82%8b%e3%81%a7-maru-de-meaning/,まるで,N3
https://jlptsensei.com/learn-japanese-grammar/%e4%b8%b8%e3%81%a3%e3%81%8d%e3%82%8a-%e3%81%be%e3%82%8b%e3%81%a3%e3%81%8d%e3%82%8a-marukkiri-meaning/,まるっきり,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%95%e3%81%8b-masaka-meaning/,まさか,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%9b%e3%82%93%e3%81%8b-masen-ka-meaning/,ませんか,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%97%e3%82%87%e3%81%86-mashou-meaning/,ましょう,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%97%e3%82%87%e3%81%86%e3%81%8b-mashouka-meaning/,ましょうか,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%be%e3%81%9f%e3%81%af-matawa-meaning/,または,N4
https://jlptsensei.com/learn-japanese-grammar/%e5%85%a8%e3%81%8f%ef%bd%9e%e3%81%aa%e3%81%84-mattakunai-meaning/,全く～ない（まったく～ない）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%81%e3%81%8f-meku-meaning/,めく,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%81%e3%81%a3%e3%81%9f%e3%81%ab%ef%bd%9e%e3%81%aa%e3%81%84-metta-ni-nai-meaning/,めったに～ない,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%bf%e3%81%9f%e3%81%84%e3%81%a0-mitai-da-meaning/,みたいだ,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%bf%e3%81%9f%e3%81%84%e3%81%aa-mitai-na-meaning/,みたいな,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%bf%e3%81%9f%e3%81%84%e3%81%ab-mitai-ni-meaning/,みたいに,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82-mo-meaning-as-many-as/,も,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82-mo-particle-meaning/,も,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e5%90%8c%e7%84%b6%e3%81%a0-mo-douzen-da-meaning/,も同然だ（もどうぜんだ）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e6%a7%8b%e3%82%8f%e3%81%9a-%e3%82%82%e3%81%8b%e3%81%be%e3%82%8f%e3%81%9a-mo-kamawazu-meaning/,もかまわず,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%95%e3%82%8b%e3%81%93%e3%81%a8%e3%81%aa%e3%81%8c%e3%82%89-mo-saru-koto-nagara-meaning/,もさることながら,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%97%e3%81%aa%e3%81%84%e3%81%a7-mo-shinai-de-meaning/,もしないで,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e5%bd%93%e7%84%b6%e3%81%a0-mo-touzen-da-meaning/,も当然だ（もとうぜんだ）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%ef%bd%9e%e3%81%b0%ef%bd%9e%e3%82%82-mobamo-meaning/,も～ば～も,N3
https://jlptsensei.com/learn-japanese-grammar/%e6%9c%80%e6%97%a9-%e3%82%82%e3%81%af%e3%82%84-mohaya-meaning/,もはや,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae-mono-%e3%82%82%e3%82%93-mon-meaning/,もの / もん,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a0-%e3%82%82%e3%81%ae%e3%81%98%e3%82%83%e3%81%aa%e3%81%84-mono-da-mono-janai-meaning/,ものだ,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a0%e3%81%8b%e3%82%89-mono-dakara-meaning/,ものだから,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-mono-dewa-nai-meaning/,ものではない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%8c%e3%81%82%e3%82%8b-mono-ga-aru-meaning/,ものがある,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%8b-%e3%82%82%e3%82%93%e3%81%8b-mono-ka-mon-ka-meaning/,ものか / もんか,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%aa%e3%82%89-mono-nara-meaning/,ものなら,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%82%92-mono-o-meaning/,ものを,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e6%80%9d%e3%82%8f%e3%82%8c%e3%82%8b-%e3%82%82%e3%81%ae%e3%81%a8%e8%a6%8b%e3%82%89%e3%82%8c%e3%82%8b-mono-to-omowareru-meaning/,ものと思われる / ものと見られる（ものとおもわれる / ものとみられる）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e3%81%99%e3%82%8b-mono-to-suru-meaning/,ものとする,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%a8%e3%81%97%e3%81%a6-mono-toshite-meaning/,ものとして,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%ae%e3%81%ae-monono-meaning/,ものの,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%97%e3%81%8b%e3%81%97%e3%81%9f%e3%82%89-moshika-shitara-%e3%82%82%e3%81%97%e3%81%8b%e3%81%99%e3%82%8b%e3%81%a8-meaning/,もしかしたら,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%97%e3%82%82%e3%80%9c%e3%81%9f%e3%82%89-moshimo-tara-meaning/,もしも〜たら,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%a3%e3%81%a8%e3%82%82-motto-mo-meaning/,もっとも,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%86-mou-meaning/,もう,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%82%82%e3%81%86%e5%b0%91%e3%81%97%e3%81%a7-mou-sukoshi-de-meaning/,もう少しで（もうすこしで）,N2
https://jlptsensei.com/learn-japanese-grammar/%e5%90%91%e3%81%91-muke-meaning/,向け（むけ）,N3
https://jlptsensei.com/learn-japanese-grammar/%e5%90%91%e3%81%8d-muki-meaning/,向き（むき）,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%80%e3%81%97%e3%82%8d-mushiro-meaning/,むしろ,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%b0%e3%81%8b%e3%82%8a%e3%81%ab-n-bakari-ni-meaning/,んばかりに,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%82%93%e3%81%8c%e3%81%9f%e3%82%81%e3%81%ab-n-ga-tame-ni-meaning/,んがために,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa-na-meaning-order-dont-do/,な,N4
https://jlptsensei.com/learn-japanese-grammar/japanese-%e3%81%aa-adjectives-%e3%81%aa%e5%bd%a2%e5%ae%b9%e8%a9%9e-meaning/,な-adjectives,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%82-naa-sentence-ending-particle-meaning/,なあ,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%a9-nado-meaning/,など,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8c%e3%82%89-nagara-meaning/,ながら,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8c%e3%82%89%e3%82%82-nagara-mo-meaning/,ながらも,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8c%e3%82%89%e3%81%ab-%e3%81%aa%e3%81%8c%e3%82%89%e3%81%ae-nagara-ni-nagara-no-meaning/,ながらに / ながらの,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a7%e3%81%af%e3%81%84%e3%82%89%e3%82%8c%e3%81%aa%e3%81%84-nai-dewa-irarenai-meaning/,ないではいられない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%93%e3%81%a8%e3%81%ab%e3%81%af%ef%bd%9e%e3%81%aa%e3%81%84-nai-koto-niwanai-meaning/,ないことには～ない,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%93%e3%81%a8%e3%81%af%e3%81%aa%e3%81%84-nai-koto-wa-nai-meaning/,ないことはない,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%be%e3%81%a7%e3%82%82-nai-made-mo-meaning/,ないまでも,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%a7%e3%82%82%e3%81%aa%e3%81%84-nai-mono-demo-nai-meaning/,ないものでもない,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%8b-%e3%81%aa%e3%81%84%e3%82%82%e3%81%ae%e3%81%a0%e3%82%8d%e3%81%86%e3%81%8b-nai-mono-ka-meaning/,ないものか / ないものだろうか,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a8%e3%82%82%e9%99%90%e3%82%89%e3%81%aa%e3%81%84-nai-tomo-kagiranai-meaning/,ないとも限らない（ないともかぎらない）,N1
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a7-naide-meaning/,ないで,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a7%e3%81%8f%e3%81%a0%e3%81%95%e3%81%84-naide-kudasai-meaning/,ないでください,N5
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a8-naito-meaning/,ないと,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%84%e3%81%a8%e3%81%84%e3%81%91%e3%81%aa%e3%81%84-naito-ikenai-meaning/,ないといけない,N5
https://jlptsensei.com/learn-japanese-grammar/%e4%b8%ad%e3%82%92-%e4%b8%ad%e3%81%a7%e3%81%af-naka-o-naka-dewa-meaning/,中を / 中では（なかを / なかでは）,N2
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8b%e3%81%aa%e3%81%8b-nakanaka-meaning/,なかなか,N3
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%8b%e3%81%aa%e3%81%8b%ef%bd%9e%e3%81%aa%e3%81%84-nakanaka-nai-meaning/,なかなか～ない,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%91%e3%82%8c%e3%81%b0%e3%81%84%e3%81%91%e3%81%aa%e3%81%84-nakereba-ikenai-meaning/,なければいけない,N4
https://jlptsensei.com/learn-japanese-grammar/%e3%81%aa%e3%81%91%e3%82%8c%e3%81%b0%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-nakereba-naranai-meaning/,なければならない,N4
